Ticker,Name,Sector,Industry,MarketCap,PreviousClose,Status
GOOD,Garudafood Putra Putri Jaya Tbk,Consumer Defensive,Packaged Foods,12833405272064,350.0,Success
CAKK,Cahayaputra Asa Keramik Tbk.,Industrials,Building Products & Equipment,200951136256,169.0,Success
DIGI,Arkadia Digital Media Tbk.,Communication Services,Internet Content & Information,63374999552,38.0,Success
DEAL,"DEAL.JK,0P0001EXWI,0",N/A,N/A,6877026304,0,Success
URBN,Urban Jakarta Propertindo Tbk.,Real Estate,Real Estate - Development,717507526656,218.0,Success
SOTS,Satria Mega Kencana Tbk.,Consumer Cyclical,Lodging,995003924480,1055.0,Success
ZONE,Mega Perintis Tbk.,Consumer Cyclical,Apparel Retail,295858307072,340.0,Success
SOSS,Shield On Service Tbk.,Industrials,Staffing & Employment Services,784493248512,805.0,Success
PEHA,Phapros Tbk.,Healthcare,Drug Manufacturers - Specialty & Generic,250319994880,300.0,Success
BEEF,Estika Tata Tiara Tbk.,Consumer Defensive,Packaged Foods,1624049844224,206.0,Success
POLA,Pool Advista Finance Tbk.,Financial Services,Credit Services,281490358272,88.0,Success
DIVA,Distribusi Voucher Nusantara Tb,Technology,Software - Application,237997883392,161.0,Success
CLAY,Citra Putra Realty Tbk.,Consumer Cyclical,Lodging,7298799894528,2840.0,Success
NATO,Olympus Strategic Indonesia Tbk,Consumer Cyclical,Lodging,4800667189248,600.0,Success
POLI,Pollux Hotels Group Tbk.,Real Estate,Real Estate - Development,2362368589824,1165.0,Success
LUCK,Sentral Mitra Informatika Tbk.,Technology,Computer Hardware,80163962880,129.0,Success
COCO,Wahana Interfood Nusantara Tbk.,Consumer Defensive,Confectioners,1082074595328,336.0,Success
MTPS,Meta Epsi Tbk.,Industrials,Engineering & Construction,168872919040,81.0,Success
FOOD,Sentra Food Indonesia Tbk.,Consumer Defensive,Packaged Foods,120900001792,193.0,Success
JAST,Jasnita Telekomindo Tbk.,Communication Services,Telecom Services,106092421120,99.0,Success
CCSI,Communication Cable Systems Ind,Technology,Communication Equipment,349333356544,268.0,Success
JAYA,Armada Berjaya Trans Tbk.,Industrials,Trucking,112588414976,139.0,Success
POSA,"POSA.JK,0P0001HEPA,0",N/A,N/A,419443507200,0,Success
POLU,Golden Flower Tbk.,Consumer Cyclical,Apparel Manufacturing,10912500023296,14750.0,Success
SFAN,Surya Fajar Capital Tbk.,Financial Services,Asset Management,2651871510528,1955.0,Success
CPRI,"CPRI.JK,0P0001H7PD,0",N/A,N/A,121668993024,0,Success
KJEN,Krida Jaringan Nusantara Tbk.,Industrials,Integrated Freight & Logistics,67999997952,140.0,Success
KAYU,"KAYU.JK,0P0001HX07,0",N/A,N/A,11969999872,0,Success
ITIC,Indonesian Tobacco Tbk.,Consumer Defensive,Tobacco,238942879744,266.0,Success
PAMG,Bima Sakti Pertiwi Tbk.,Real Estate,Real Estate - Diversified,190624989184,65.0,Success
BOLA,Bali Bintang Sejahtera Tbk.,Communication Services,Entertainment,1055999983616,178.0,Success
FITT,Hotel Fitra International Tbk.,Consumer Cyclical,Lodging,532142981120,408.0,Success
ENVY,"ENVY.JK,0P0001HYU3,0",N/A,N/A,89999998976,0,Success
BLUE,Berkah Prima Perkasa Tbk.,Technology,Electronics & Computer Distribution,1404479995904,3860.0,Success
KOTA,DMS Propertindo Tbk.,Real Estate,Real Estate Services,1444827365376,143.0,Success
HRME,Menteng Heritage Realty Tbk.,Consumer Cyclical,Lodging,309854994432,52.0,Success
LIFE,MSIG Life Insurance Indonesia T,Financial Services,Insurance - Life,15067500249088,7500.0,Success
EAST,Eastparc Hotel Tbk.,Consumer Cyclical,Lodging,383755714560,94.0,Success
SMKL,Satyamitra Kemas Lestari Tbk.,Consumer Cyclical,Packaging & Containers,533221310464,164.0,Success
IPTV,MNC Vision Networks Tbk.,Communication Services,Entertainment,1730115928064,43.0,Success
HDIT,Hensel Davest Indonesia Tbk.,Technology,Software - Infrastructure,96054837248,66.0,Success
TFAS,Telefast Indonesia Tbk.,Industrials,Staffing & Employment Services,371126992896,230.0,Success
KEEN,Kencana Energi Lestari Tbk.,Utilities,Utilities - Independent Power Producers,3318012706816,980.0,Success
INOV,Inocycle Technology Group Tbk.,Industrials,Waste Management,274849742848,167.0,Success
ARKA,Arkha Jayanti Persada Tbk.,Industrials,Specialty Business Services,62000001024,31.0,Success
PURE,"PURE.JK,0P0001IIHI,0",N/A,N/A,70134177792,0,Success
IRRA,Itama Ranoraya Tbk.,Healthcare,Medical Distribution,582017482752,392.0,Success
BAPI,Bhakti Agung Propertindo Tbk.,Real Estate,Real Estate - Development,167759396864,30.0,Success
GGRP,Gunung Raja Paksi Tbk.,Basic Materials,Steel,3512299159552,292.0,Success
FUJI,Fuji Finance Indonesia Tbk.,Financial Services,Credit Services,426399989760,334.0,Success
SLIS,Gaya Abadi Sempurna Tbk.,Technology,Electronics & Computer Distribution,204457263104,86.0,Success
OPMS,Optima Prima Metal Sinergi Tbk.,Industrials,Waste Management,105043804160,136.0,Success
ESIP,Sinergi Inti Plastindo Tbk.,Consumer Cyclical,Packaging & Containers,184252334080,163.0,Success
WOWS,Ginting Jaya Energi Tbk.,Energy,Oil & Gas Equipment & Services,195581870080,79.0,Success
SINI,Singaraja Putra Tbk.,Basic Materials,Lumber & Wood Production,6252999999488,14000.0,Success
IFSH,Ifishdeco Tbk.,Basic Materials,Other Industrial Metals & Mining,4307850100736,2480.0,Success
AGAR,Asia Sejahtera Mina Tbk.,Consumer Defensive,Farm Products,245999992832,246.0,Success
DMMX,Digital Mediatama Maxima Tbk.,Communication Services,Advertising Agencies,1582556774400,218.0,Success
TEBE,Dana Brata Luhur Tbk.,Industrials,Infrastructure Operations,1599824855040,1285.0,Success
REAL,Repower Asia Indonesia Tbk.,Real Estate,Real Estate - Diversified,364848578560,56.0,Success
PSGO,Palma Serasih Tbk.,Consumer Defensive,Farm Products,3770000080896,202.0,Success
KEJU,Mulia Boga Raya Tbk.,Consumer Defensive,Packaged Foods,3065624920064,539.0,Success
NZIA,Nusantara Almazia Tbk.,Real Estate,Real Estate - Development,338421252096,163.0,Success
UCID,Uni-Charm Indonesia Tbk.,Consumer Defensive,Household & Personal Products,1662628921344,404.0,Success
INDO,Royalindo Investa Wijaya Tbk.,Consumer Cyclical,Lodging,698995703808,163.0,Success
CSRA,Cisadane Sawit Raya Tbk.,Consumer Defensive,Farm Products,1865499934720,935.0,Success
PMJS,Putra Mandiri Jembar Tbk.,Consumer Cyclical,Auto & Truck Dealerships,1801983623168,134.0,Success
IFII,Indonesia Fibreboard Industry T,Basic Materials,Lumber & Wood Production,2070639935488,224.0,Success
AMOR,Ashmore Asset Management Indone,Financial Services,Asset Management,772076142592,356.0,Success
GLVA,Galva Technologies Tbk.,Technology,Electronics & Computer Distribution,506999996416,346.0,Success
PGJO,Bahtera Bumi Raya Tbk.,Consumer Cyclical,Travel Services,660563034112,830.0,Success
AMAR,Bank Amar Indonesia Tbk.,Financial Services,Banks - Regional,3566707408896,199.0,Success
PTPW,Pratama Widya Tbk.,Industrials,Engineering & Construction,834278129664,960.0,Success
TAMA,Lancartama Sejati Tbk.,Real Estate,Real Estate - Development,204000116736,170.0,Success
DMND,Diamond Food Indonesia Tbk.,Consumer Defensive,Packaged Foods,6012407906304,650.0,Success
TRIN,Perintis Triniti Properti Tbk.,Real Estate,Real Estate - Development,3163263074304,715.0,Success
SAMF,Saraswanti Anugerah Makmur Tbk.,Basic Materials,Agricultural Inputs,3362000207872,332.0,Success
KBAG,Karya Bersama Anugerah Tbk.,Consumer Cyclical,Residential Construction,378950156288,55.0,Success
SBAT,Sejahtera Bintang Abadi Textile,Consumer Cyclical,Textile Manufacturing,4752982528,1.0,Success
PURA,Putra Rajawali Kencana Tbk.,Industrials,Trucking,195359866880,30.0,Success
RONY,Aracord Nusantara Group Tbk.,Industrials,Engineering & Construction,2006250029056,1740.0,Success
BBSS,Bumi Benowo Sukses Sejahtera Tb,Industrials,Engineering & Construction,705602322432,167.0,Success
CASH,Cashlez Worldwide Indonesia Tbk,Industrials,Business Equipment & Supplies,380679389184,242.0,Success
IKAN,Era Mandiri Cemerlang Tbk.,Consumer Defensive,Farm Products,80833298432,101.0,Success
PGUN,Pradiksi Gunatama Tbk.,Consumer Defensive,Farm Products,49345500020736,9025.0,Success
EPAC,Megalestari Epack Sentosaraya T,Consumer Cyclical,Packaging & Containers,260968595456,75.0,Success
PPGL,Prima Globalindo Logistik Tbk.,Industrials,Integrated Freight & Logistics,160405028864,216.0,Success
SOFA,Solusi Environment Asia Tbk.,Utilities,Utilities - Renewable,681272737792,420.0,Success
CSMI,Cipta Selera Murni Tbk.,Consumer Cyclical,Restaurants,81606148096,105.0,Success
UANG,Pakuan Tbk.,Consumer Cyclical,Leisure,4307600015360,3680.0,Success
BHAT,Bhakti Multi Artha Tbk.,Financial Services,Insurance - Life,6999999774720,1400.0,Success
TRJA,Transkon Jaya Tbk.,Industrials,Rental & Leasing Services,197836210176,132.0,Success
SGER,Sumber Global Energy Tbk.,Energy,Thermal Coal,5798330105856,388.0,Success
TECH,"TECH.JK,0P0001K0MO,0",N/A,N/A,62815002624,0,Success
CBMF,"CBMF.JK,0P0001JLXG,0",N/A,N/A,93750001664,0,Success
SCNP,Selaras Citra Nusantara Perkasa,Technology,Consumer Electronics,385380089856,168.0,Success
PURI,Puri Global Sukses Tbk.,Real Estate,Real Estate - Development,166999998464,171.0,Success
SOHO,Soho Global Health Tbk.,Healthcare,Medical Distribution,24494947172352,1935.0,Success
HOMI,Grand House Mulia Tbk.,Real Estate,Real Estate - Development,333900021760,228.0,Success
ENZO,Morenzo Abadi Perkasa Tbk.,Consumer Defensive,Packaged Foods,155703394304,76.0,Success
BBSI,Krom Bank Indonesia Tbk.,Financial Services,Banks - Regional,17418188488704,4740.0,Success
ATAP,Trimitra Prawara Goldland Tbk.,Consumer Cyclical,Residential Construction,622499987456,530.0,Success
PTDU,Djasa Ubersakti Tbk.,Industrials,Engineering & Construction,105000001536,70.0,Success
PNGO,Pinago Utama Tbk.,Consumer Defensive,Farm Products,2742187458560,3490.0,Success
VICI,Victoria Care Indonesia Tbk.,Consumer Defensive,Household & Personal Products,4091879882752,615.0,Success
TOYS,Sunindo Adipersada Tbk.,Consumer Cyclical,Leisure,11480005632,8.0,Success
ROCK,Rockfields Properti Indonesia T,Real Estate,Real Estate Services,3530555392000,2560.0,Success
PMMP,Panca Mitra Multiperdana Tbk.,Consumer Defensive,Packaged Foods,129415004160,50.0,Success
KMDS,Kurniamitra Duta Sentosa Tbk.,Consumer Defensive,Food Distribution,439999987712,595.0,Success
WMUU,Widodo Makmur Unggas Tbk.,Consumer Defensive,Farm Products,867058843648,71.0,Success
PLAN,Planet Properindo Jaya Tbk.,Consumer Cyclical,Lodging,47525605376,56.0,Success
UNIQ,Ulima Nitra Tbk.,Energy,Thermal Coal,398650834944,134.0,Success
BEBS,Berkah Beton Sadaya Tbk.,Basic Materials,Building Materials,224999997440,5.0,Success
FIMP,Fimperkasa Utama Tbk.,Industrials,Engineering & Construction,27600066560,69.0,Success
NPGF,Nusa Palapa Gemilang Tbk.,Basic Materials,Agricultural Inputs,236537217024,75.0,Success
TAPG,Triputra Agro Persada Tbk.,Consumer Defensive,Farm Products,40697705005056,2090.0,Success
ADCP,Adhi Commuter Properti Tbk.,Real Estate,Real Estate - Development,1133333315584,52.0,Success
EDGE,Indointernet Tbk.,Technology,Information Technology Services,9676997525504,4790.0,Success
ZYRX,Zyrexindo Mandiri Buana Tbk.,Technology,Computer Hardware,186666827776,153.0,Success
BANK,Bank Aladin Syariah Tbk.,Financial Services,Banks - Regional,8506075774976,575.0,Success
TRUE,Triniti Dinamik Tbk.,Real Estate,Real Estate - Development,1120523911168,159.0,Success
MGLV,Panca Anugrah Wisesa Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",14905713360896,8675.0,Success
ARCI,Archi Indonesia Tbk.,Basic Materials,Gold,38231022239744,1570.0,Success
LABA,Green Power Group Tbk.,Basic Materials,Steel,139028709376,134.0,Success
LUCY,Lima Dua Lima Tiga Tbk.,Consumer Cyclical,Restaurants,2370621145088,1605.0,Success
SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclical,Lodging,100800004096,234.0,Success
LFLO,Imago Mulia Persada Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",725792849920,560.0,Success
HOPE,Harapan Duta Pertiwi Tbk.,Industrials,Metal Fabrication,338727272448,178.0,Success
NICL,PAM Mineral Tbk.,Basic Materials,Other Industrial Metals & Mining,9199832530944,895.0,Success
BMHS,Bundamedik Tbk.,Healthcare,Medical Care Facilities,1574425198592,185.0,Success
UVCR,Trimegah Karya Pratama Tbk.,Technology,Software - Application,412029845504,200.0,Success
BUKA,Bukalapak.com Tbk.,Consumer Cyclical,Internet Retail,15369157738496,155.0,Success
IPAC,Era Graharealty Tbk.,Real Estate,Real Estate Services,139630673920,153.0,Success
FLMC,Falmaco Nonwoven Industri Tbk.,Consumer Defensive,Household & Personal Products,134374998016,175.0,Success
RSGK,Kedoya Adyaraya Tbk.,Healthcare,Medical Care Facilities,1278303141888,1375.0,Success
MASB,Bank Multiarta Sentosa Tbk.,Financial Services,Banks - Regional,4430354186240,3150.0,Success
SBMA,Surya Biru Murni Acetylene Tbk.,Basic Materials,Chemicals,108801376256,119.0,Success
MCOL,Prima Andalan Mandiri Tbk.,Energy,Thermal Coal,14151128711168,3980.0,Success
OILS,Indo Oil Perkasa Tbk.,Consumer Defensive,Packaged Foods,121687162880,268.0,Success
GPSO,Geoprima Solusi Tbk.,Technology,Scientific & Technical Instruments,228025466880,346.0,Success
IDEA,Idea Indonesia Akademi Tbk.,Consumer Defensive,Education & Training Services,80745250816,79.0,Success
RUNS,Global Sukses Solusi Tbk.,Technology,Software - Application,80431292416,84.0,Success
BOBA,Formosa Ingredient Factory Tbk.,Consumer Defensive,Packaged Foods,316675489792,322.0,Success
HAIS,Hasnur Internasional Shipping T,Industrials,Marine Shipping,509492494336,197.0,Success
CMRY,Cisarua Mountain Dairy Tbk.,Consumer Defensive,Packaged Foods,34674564923392,4620.0,Success
CMNT,Cemindo Gemilang Tbk.,Basic Materials,Building Materials,13700403560448,805.0,Success
WGSH,Wira Global Solusi Tbk.,Technology,Software - Infrastructure,208499998720,101.0,Success
KUAS,Ace Oldfields Tbk.,Industrials,Building Products & Equipment,147380142080,119.0,Success
DEPO,Caturkarda Depo Bangunan Tbk.,Consumer Cyclical,Home Improvement Retail,1806140047360,266.0,Success
MTEL,Dayamitra Telekomunikasi Tbk.,Communication Services,Telecom Services,41106666422272,515.0,Success
GTSI,GTS Internasional Tbk.,Industrials,Marine Shipping,3385296683008,230.0,Success
BINO,Perma Plasindo Tbk.,Industrials,Business Equipment & Supplies,273037950976,123.0,Success
RMKE,RMK Energy Tbk.,Energy,Thermal Coal,13737500082176,3250.0,Success
OBMD,OBM Drilchem Tbk.,Basic Materials,Specialty Chemicals,185378373632,232.0,Success
AVIA,Avia Avian Tbk.,Basic Materials,Specialty Chemicals,22894713241600,392.0,Success
WMPP,Widodo Makmur Perkasa Tbk.,Industrials,Conglomerates,1235598049280,45.0,Success
SEMA,Semacom Integrated Tbk.,Industrials,Specialty Industrial Machinery,150893002752,114.0,Success
NETV,MDTV Media Technologies Tbk.,Communication Services,Broadcasting,3598365229056,87.0,Success
IPPE,Indo Pureco Pratama Tbk.,Consumer Defensive,Packaged Foods,64399998976,14.0,Success
BSML,Bintang Samudera Mandiri Lines ,Industrials,Marine Shipping,736389562368,404.0,Success
NASI,Wahana Inti Makmur Tbk.,Consumer Defensive,Farm Products,126761803776,154.0,Success
DRMA,Dharma Polimetal Tbk.,Consumer Cyclical,Auto Parts,4541176086528,990.0,Success
ENAK,Champ Resto Indonesia Tbk.,Consumer Cyclical,Restaurants,758333374464,360.0,Success
SMKM,Sumber Mas Konstruksi Tbk.,Industrials,Engineering & Construction,112769990656,93.0,Success
NTBK,Nusatama Berkah Tbk.,Industrials,Farm & Heavy Construction Machinery,229505499136,87.0,Success
NANO,Nanotech Indonesia Global Tbk.,Healthcare,Medical Devices,154268418048,39.0,Success
WIRG,WIR ASIA Tbk.,Technology,Information Technology Services,931212558336,79.0,Success
ADMR,Alamtri Minerals Indonesia Tbk.,Basic Materials,Coking Coal,73179372453888,1860.0,Success
GOTO,GoTo Gojek Tokopedia Tbk.,Technology,Software - Infrastructure,57348550819840,55.0,Success
SICO,Sigma Energy Compressindo Tbk.,Energy,Oil & Gas Equipment & Services,112849641472,124.0,Success
BAUT,Mitra Angkasa Sejahtera Tbk.,Industrials,Tools & Accessories,158406033408,34.0,Success
ASLC,Autopedia Sukses Lestari Tbk.,Consumer Cyclical,Auto & Truck Dealerships,955976581120,78.0,Success
TLDN,Teladan Prima Agro Tbk.,Consumer Defensive,Farm Products,8091581546496,645.0,Success
STAA,Sumber Tani Agung Resources Tbk,Consumer Defensive,Farm Products,13299742670848,1300.0,Success
MTMH,Murni Sadar Tbk.,Healthcare,Medical Care Facilities,1965100630016,1000.0,Success
WINR,Winner Nusantara Jaya Tbk.,Real Estate,Real Estate - Development,167530119168,33.0,Success
IBOS,Indo Boga Sukses Tbk.,Consumer Cyclical,Restaurants,782381547520,104.0,Success
OLIV,Oscar Mitra Sukses Sejahtera Tb,Consumer Cyclical,"Furnishings, Fixtures & Appliances",106404110336,57.0,Success
DEWI,Dewi Shri Farmindo Tbk.,Consumer Defensive,Farm Products,249999998976,130.0,Success
BIKE,Sepeda Bersama Indonesia Tbk.,Consumer Cyclical,Leisure,659897384960,510.0,Success
ARKO,Arkora Hydro Tbk.,Utilities,Utilities - Renewable,28479615664128,10975.0,Success
CHEM,Chemstar Indonesia Tbk.,Basic Materials,Specialty Chemicals,154702987264,94.0,Success
ASHA,Cilacap Samudera Fishing Indust,Consumer Defensive,Farm Products,370000003072,76.0,Success
SWID,Saraswanti Indoland Development,Real Estate,Real Estate - Development,565427044352,106.0,Success
TRGU,Cerestar Indonesia Tbk.,Consumer Defensive,Packaged Foods,1477846761472,182.0,Success
GULA,Aman Agrindo Tbk.,Consumer Defensive,Farm Products,372486144000,362.0,Success
JARR,Jhonlin Agro Raya Tbk.,Consumer Defensive,Farm Products,19938236432384,2300.0,Success
KRYA,Bangun Karya Perkasa Jaya Tbk.,Industrials,Engineering & Construction,118139985920,76.0,Success
TAYS,Jaya Swarasa Agung Tbk.,Consumer Defensive,Packaged Foods,68133036032,66.0,Success
ELPI,Pelayaran Nasional Ekalya Purna,Industrials,Marine Shipping,13341599727616,1850.0,Success
EURO,Estee Gold Feet Tbk.,Consumer Defensive,Household & Personal Products,8691498090496,3100.0,Success
HATM,Habco Trans Maritima Tbk.,Industrials,Marine Shipping,2586639859712,300.0,Success
KLIN,Klinko Karya Imaji Tbk.,Consumer Cyclical,Home Improvement Retail,198744621056,153.0,Success
AMMS,Agung Menjangan Mas Tbk.,Consumer Defensive,Farm Products,468000014336,392.0,Success
AXIO,Tera Data Indonusa Tbk.,Technology,Computer Hardware,665774391296,117.0,Success
BUAH,Segar Kumala Indonesia Tbk.,Consumer Defensive,Food Distribution,1010000003072,520.0,Success
TOOL,Rohartindo Nusantara Luas Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",194751938560,94.0,Success
RAFI,Sari Kreasi Boga Tbk.,Consumer Cyclical,Restaurants,112613056512,36.0,Success
KKES,Kusuma Kemindo Sentosa Tbk.,Basic Materials,Specialty Chemicals,61499998208,39.0,Success
CRAB,Toba Surimi Industries Tbk.,Consumer Defensive,Packaged Foods,409499992064,212.0,Success
COAL,Black Diamond Resources Tbk.,Energy,Thermal Coal,399999991808,66.0,Success
RCCC,Utama Radar Cahaya Tbk.,Industrials,Trucking,83475005440,104.0,Success
PRAY,Famon Awal Bros Sedaya Tbk.,Healthcare,Medical Care Facilities,10399769427968,745.0,Success
MKTR,Menthobi Karyatama Raya Tbk.,Consumer Defensive,Farm Products,1507553574912,127.0,Success
OMED,Jayamas Medica Industri Tbk.,Healthcare,Medical Instruments & Supplies,7454241325056,290.0,Success
PDPP,Primadaya Plastisindo Tbk.,Consumer Cyclical,Packaging & Containers,1071469494272,358.0,Success
MEDS,Hetzer Medical Indonesia Tbk.,Healthcare,Medical Instruments & Supplies,121874997248,78.0,Success
NINE,Techno9 Indonesia Tbk.,Technology,Information Technology Services,314921975808,133.0,Success
CBUT,Citra Borneo Utama Tbk.,Consumer Defensive,Packaged Foods,2609374822400,885.0,Success
MMIX,Multi Medika Internasional Tbk.,Healthcare,Pharmaceutical Retailers,1411325100032,302.0,Success
BELI,Global Digital Niaga Tbk.,Consumer Cyclical,Internet Retail,50533553405952,372.0,Success
PADA,Personel Alih Daya Tbk.,Industrials,Staffing & Employment Services,548100014080,191.0,Success
ISAP,Isra Presisi Indonesia Tbk.,Industrials,Metal Fabrication,124630835200,32.0,Success
KDTN,Puri Sentul Permai Tbk.,Consumer Cyclical,Restaurants,1168771776512,985.0,Success
BEER,Jobubu Jarum Minahasa Tbk.,Consumer Defensive,Beverages - Wineries & Distilleries,515999989760,135.0,Success
CBPE,Citra Buana Prasida Tbk.,Real Estate,Real Estate - Development,423149993984,310.0,Success
SUNI,Sunindo Pratama Tbk.,Energy,Oil & Gas Equipment & Services,1455872016384,620.0,Success
CBRE,Cakra Buana Resources Energi Tb,Industrials,Marine Shipping,3902738006016,900.0,Success
BSBK,Wulandari Bangun Laksana Tbk.,Real Estate,Real Estate - Development,1505512914944,62.0,Success
VTNY,Venteny Fortuna International T,Industrials,Staffing & Employment Services,438563536896,74.0,Success
SOUL,Mitra Tirta Buwana Tbk.,Industrials,Specialty Business Services,54126309376,53.0,Success
BMBL,Lavender Bina Cendikia Tbk.,Consumer Defensive,Education & Training Services,40173158400,40.0,Success
PEVE,Penta Valent Tbk.,Healthcare,Pharmaceutical Retailers,734499962880,420.0,Success
FWCT,Wijaya Cahaya Timber Tbk.,Basic Materials,Lumber & Wood Production,180595998720,94.0,Success
LAJU,Jasa Berdikari Logistics Tbk.,Industrials,Integrated Freight & Logistics,169845506048,82.0,Success
ZATA,Bersama Zatta Jaya Tbk.,Consumer Cyclical,Apparel Retail,781632012288,100.0,Success
IRSX,Folago Global Nusantara Tbk.,Technology,Software - Application,3330255618048,406.0,Success
CHIP,Pelita Teknologi Global Tbk.,Communication Services,Telecom Services,814060011520,1045.0,Success
VAST,Vastland Indonesia Tbk.,Real Estate,Real Estate Services,375855677440,126.0,Success
KING,Hoffmen Cleanindo Tbk.,Industrials,Specialty Business Services,1108814987264,446.0,Success
ELIT,Data Sinergitama Jaya Tbk.,Technology,Information Technology Services,404794343424,206.0,Success
PGEO,Pertamina Geothermal Energy Tbk,Utilities,Utilities - Renewable,41480542486528,970.5577,Success
NAYZ,Hassana Boga Sejahtera Tbk.,Consumer Defensive,Packaged Foods,160650723328,65.0,Success
WINE,Hatten Bali Tbk.,Consumer Defensive,Beverages - Wineries & Distilleries,495930015744,185.0,Success
BDKR,Berdikari Pondasi Perkasa Tbk.,Industrials,Engineering & Construction,793817055232,179.0,Success
PACK,Abadi Nusantara Hijau Investama,Consumer Cyclical,Packaging & Containers,6796386762752,230.0,Success
HILL,Hillcon Tbk.,Basic Materials,Other Industrial Metals & Mining,309571485696,22.0,Success
PTMP,Mitra Pack Tbk.,Industrials,Specialty Industrial Machinery,221844013056,72.0,Success
HALO,Haloni Jane Tbk.,Basic Materials,Chemicals,461983416320,77.0,Success
CUAN,Petrindo Jaya Kreasi Tbk.,Energy,Thermal Coal,136021807202304,1300.0,Success
NSSS,Nusantara Sawit Sejahtera Tbk.,Consumer Defensive,Farm Products,18327208460288,855.0,Success
FUTR,Futura Energi Global Tbk.,Utilities,Utilities - Renewable,1433279135744,230.0,Success
GTRA,Grahaprima Suksesmandiri Tbk.,Industrials,Integrated Freight & Logistics,481171275776,256.0,Success
JATI,Informasi Teknologi Indonesia T,Technology,Information Technology Services,352352174080,109.0,Success
MPXL,MPX Logistics International Tbk,Industrials,Trucking,330002432000,168.0,Success
SAGE,Saptausaha Gemilangindah Tbk.,Real Estate,Real Estate - Development,241005821952,31.0,Success
TRON,Teknologi Karya Digital Nusa Tb,Technology,Information Technology Services,398250016768,139.0,Success
MAXI,Maxindo Karya Anugerah Tbk.,Consumer Defensive,Packaged Foods,490115072000,54.0,Success
VKTR,VKTR Teknologi Mobilitas Tbk.,Consumer Cyclical,Recreational Vehicles,36531246989312,905.0,Success
RELF,Graha Mitra Asia Tbk.,Real Estate,Real Estate - Development,240568942592,39.0,Success
AMMN,Amman Mineral Internasional Tbk,Basic Materials,Other Precious Metals & Mining,365682675941376,5200.0,Success
HAJJ,Arsy Buana Travelindo Tbk.,Consumer Cyclical,Travel Services,320904495104,136.0,Success
TYRE,King Tire Indonesia Tbk.,Consumer Cyclical,Auto Parts,393305718784,121.0,Success
GRPM,Graha Prima Mentari Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,473808797696,318.0,Success
WIDI,Widiant Jaya Krenindo Tbk.,Industrials,Rental & Leasing Services,52801048576,34.0,Success
KLAS,Pelayaran Kurnia Lautan Semesta,Industrials,Marine Shipping,306130944000,85.0,Success
TGUK,Platinum Wahab Nusantara Tbk.,Consumer Defensive,Food Distribution,489288925184,137.0,Success
INET,Sinergi Inti Andalan Prima Tbk.,Communication Services,Telecom Services,6443743838208,310.0,Success
CRSN,Carsurin Tbk.,Industrials,Specialty Business Services,321012006912,115.0,Success
HBAT,Minahasa Membangun Hebat Tbk.,Real Estate,Real Estate - Development,520370388992,505.0,Success
SMIL,Sarana Mitra Luas Tbk.,Industrials,Rental & Leasing Services,2351610462208,284.0,Success
ERAL,Sinar Eka Selaras Tbk.,Consumer Cyclical,Specialty Retail,1545874964480,306.0,Success
GRIA,Ingria Pratama Capitalindo Tbk.,Real Estate,Real Estate - Development,737572028416,101.0,Success
RMKO,Royaltama Mulia Kontraktorindo ,Energy,Thermal Coal,580000022528,505.0,Success
MAHA,Mandiri Herindo Adiperkasa Tbk.,Industrials,Trucking,2475640487936,151.0,Success
FOLK,Multi Garam Utama Tbk.,Consumer Cyclical,Internet Retail,1309234429952,346.0,Success
CNMA,Nusantara Sejahtera Raya Tbk.,Communication Services,Entertainment,8410031980544,104.0,Success
MUTU,Mutuagung Lestari Tbk.,Industrials,Specialty Business Services,326866862080,107.0,Success
PPRI,Paperocks Indonesia Tbk.,Consumer Cyclical,Packaging & Containers,197805031424,187.0,Success
CYBR,ITSEC Asia Tbk.,Technology,Software - Infrastructure,8246314139648,1255.0,Success
KOCI,Kokoh Exa Nusantara Tbk.,Real Estate,Real Estate - Development,562832080896,143.0,Success
HUMI,Humpuss Maritim Internasional T,Industrials,Marine Shipping,3160958566400,182.0,Success
PTPS,Pulau Subur Tbk.,Consumer Defensive,Farm Products,383650136064,181.0,Success
MSIE,Multisarana Intan Eduka Tbk.,Real Estate,Real Estate Services,163520872448,102.0,Success
BABY,Multitrend Indo Tbk.,Consumer Cyclical,Apparel Retail,654056685568,276.0,Success
RSCH,Charlie Hospital Semarang Tbk.,Healthcare,Medical Care Facilities,720799989760,282.0,Success
IOTF,Sumber Sinergi Makmur Tbk.,Technology,Communication Equipment,333288767488,65.0,Success
STRK,Lovina Beach Brewery Tbk.,Consumer Defensive,Beverages - Brewers,1168680157184,112.0,Success
KOKA,Koka Indonesia Tbk.,Industrials,Engineering & Construction,503594614784,184.0,Success
UDNG,Agro Bahari Nusantara Tbk.,Consumer Defensive,Farm Products,1548785418240,960.0,Success
MSTI,Mastersystem Infotama Tbk.,Technology,Information Technology Services,4238212071424,1395.0,Success
AEGS,Anugerah Spareparts Sejahtera T,Consumer Cyclical,Auto Parts,53322276864,54.0,Success
