Ticker,Name,Sector,Industry,MarketCap,PreviousClose,Status
LPPF,Matahari Department Store Tbk.,Consumer Cyclical,Department Stores,1895758954496,1610.0,Success
MBAP,Mitrabara Adiperdana Tbk.,Energy,Thermal Coal,2049544159232,1670.0,Success
MBTO,Martina Berto Tbk.,Consumer Defensive,Household & Personal Products,129469997056,120.0,Success
LPKR,Lippo Karawaci Tbk,Healthcare,Medical Care Facilities,5741062651904,84.0,Success
MDIA,Intermedia Capital Tbk.,Communication Services,Broadcasting,4901942329344,136.0,Success
MDRN,Modern Internasional Tbk.,Industrials,Business Equipment & Supplies,404504903680,55.0,Success
MDLN,Modernland Realty Tbk.,Real Estate,Real Estate - Development,657102405632,57.0,Success
MEDC,Medco Energi Internasional Tbk.,Energy,Oil & Gas E&P,43314493521920,1800.0,Success
MBSS,Mitrabahtera Segara Sejati Tbk.,Industrials,Marine Shipping,3990060793856,2370.0,Success
MDKA,Merdeka Copper Gold Tbk.,Basic Materials,Other Industrial Metals & Mining,77645744177152,3400.0,Success
MFMI,Multifiling Mitra Indonesia Tbk,Industrials,Specialty Business Services,984855281664,1300.0,Success
META,"META.JK,0P0000ENQT,0",N/A,N/A,4123410563072,0,Success
MIDI,Midi Utama Indonesia Tbk.,Consumer Defensive,Grocery Stores,11434871226368,344.0,Success
MICE,Multi Indocitra Tbk,Consumer Defensive,Household & Personal Products,298911531008,505.0,Success
MGNA,Magna Investama Mandiri Tbk.,Financial Services,Credit Services,627627393024,184.0,Success
MEGA,Bank Mega Tbk,Financial Services,Banks - Regional,51190423355392,2510.0,Success
MITI,Mitra Investindo Tbk,Industrials,Marine Shipping,922629570560,256.0,Success
MKPI,Metropolitan Kentjana Tbk,Real Estate,Real Estate Services,21144725880832,22275.0,Success
MLIA,Mulia Industrindo Tbk,Industrials,Building Products & Equipment,1746360074240,264.0,Success
MLPL,Multipolar Tbk,Consumer Cyclical,Department Stores,1514496065536,100.0,Success
MIKA,Mitra Keluarga Karyasehat Tbk.,Healthcare,Medical Care Facilities,26563290595328,1940.0,Success
MERK,Merck Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,1850240008192,4300.0,Success
MCOR,Bank China Construction Bank In,Financial Services,Banks - Regional,2616461361152,69.0,Success
MMLP,Mega Manunggal Property Tbk.,Real Estate,Real Estate Services,2300971057152,342.0,Success
MLBI,Multi Bintang Indonesia Tbk,Consumer Defensive,Beverages - Brewers,12167925465088,5800.0,Success
MPPA,Matahari Putra Prima Tbk,Consumer Cyclical,Department Stores,661298610176,52.0,Success
MPMX,Mitra Pinasthika Mustika Tbk.,Consumer Cyclical,Auto & Truck Dealerships,4270328119296,995.0,Success
MIRA,Mitra International Resources T,Energy,Oil & Gas Equipment & Services,91113398272,23.0,Success
MREI,Maskapai Reasuransi Indonesia T,Financial Services,Insurance - Reinsurance,517791678464,1045.0,Success
MLPT,Multipolar Technology Tbk.,Technology,Information Technology Services,41015624859648,22900.0,Success
MNCN,Media Nusantara Citra Tbk,Communication Services,Advertising Agencies,3174518751232,260.0,Success
MTFN,Capitalinc Investment Tbk,Energy,Oil & Gas E&P,732367880192,24.0,Success
MTLA,Metropolitan Land Tbk.,Real Estate,Real Estate Services,3904114524160,510.0,Success
MTSM,Metro Realty Tbk,Real Estate,Real Estate Services,116423999488,500.0,Success
MYOR,Mayora Indah Tbk,Consumer Defensive,Packaged Foods,37727642845184,1780.0,Success
MRAT,Mustika Ratu Tbk,Consumer Defensive,Household & Personal Products,171200004096,410.0,Success
MSKY,MNC Sky Vision Tbk.,Communication Services,Entertainment,827663712256,87.0,Success
MYTX,Asia Pacific Investama Tbk.,Consumer Cyclical,Textile Manufacturing,472584192000,59.0,Success
MTDL,Metrodata Electronics Tbk,Technology,Electronics & Computer Distribution,6936439816192,575.0,Success
NELY,Pelayaran Nelly Dwi Putri Tbk.,Industrials,Marine Shipping,723800031232,322.0,Success
MYOH,Samindo Resources Tbk.,Energy,Thermal Coal,2724795777024,1260.0,Success
NIKL,Pelat Timah Nusantara Tbk.,Industrials,Metal Fabrication,787285213184,284.0,Success
NISP,Bank OCBC NISP Tbk,Financial Services,Banks - Regional,30517244198912,1340.0,Success
OCAP,"OCAP.JK,0P0000EKZ2,0",N/A,N/A,0,0,Success
NOBU,Bank Nationalnobu Tbk.,Financial Services,Banks - Regional,3926183116800,535.0,Success
OKAS,Ancora Indonesia Resources Tbk,Basic Materials,Specialty Chemicals,284813918208,127.0,Success
OMRE,Indonesia Prima Property Tbk,Real Estate,Real Estate Services,2518155264000,950.0,Success
PADI,Minna Padi Investama Sekuritas ,Financial Services,Capital Markets,1187260923904,110.0,Success
NIRO,City Retail Developments Tbk.,Real Estate,Real Estate Services,4617365618688,214.0,Success
PANS,Panin Sekuritas Tbk,Financial Services,Capital Markets,1245000368128,1775.0,Success
PANR,Panorama Sentrawisata Tbk,Consumer Cyclical,Travel Services,707625025536,510.0,Success
NRCA,Nusa Raya Cipta Tbk.,Industrials,Engineering & Construction,1392438411264,630.0,Success
PEGE,Panca Global Kapital Tbk.,Financial Services,Capital Markets,413678862336,151.0,Success
PDES,Destinasi Tirta Nusantara Tbk,Consumer Cyclical,Travel Services,353210007552,510.0,Success
PGLI,Pembangunan Graha Lestari Indah,Consumer Cyclical,Lodging,114191998976,240.0,Success
PALM,Provident Investasi Bersama Tbk,Financial Services,Asset Management,5617718657024,360.0,Success
PICO,Pelangi Indah Canindo Tbk,Consumer Cyclical,Packaging & Containers,89803243520,159.0,Success
PJAA,Pembangunan Jaya Ancol Tbk,Consumer Cyclical,Leisure,790400008192,505.0,Success
PKPK,Paragon Karya Perkasa Tbk.,Industrials,Engineering & Construction,3671999905792,3310.0,Success
PBRX,Pan Brothers Tbk.,Consumer Cyclical,Apparel Manufacturing,794835091456,40.0,Success
PGAS,Perusahaan Gas Negara (Persero),Utilities,Utilities - Regulated Gas,45452829392896,1920.0,Success
PLIN,Plaza Indonesia Realty Tbk,Real Estate,Real Estate Services,8874741465088,2510.0,Success
PNBN,Bank Pan Indonesia Tbk,Financial Services,Banks - Regional,24071871922176,1020.0,Success
PNBS,Bank Panin Dubai Syariah Tbk.,Financial Services,Banks - Regional,1979495743488,51.0,Success
PNLF,Panin Financial Tbk,Financial Services,Banks - Regional,7685297668096,248.0,Success
PSKT,Red Planet Indonesia Tbk.,Consumer Cyclical,Lodging,2546403115008,260.0,Success
PSAB,J Resources Asia Pasifik Tbk.,Basic Materials,Gold,13759200362496,540.0,Success
PNIN,Paninvest Tbk,Financial Services,Insurance - Life,3132609265664,790.0,Success
PTIS,Indo Straits Tbk.,Industrials,Marine Shipping,171651579904,310.0,Success
PLAS,"PLAS.JK,0P0000EJOZ,0",N/A,N/A,59209998336,0,Success
PSDN,Prasidha Aneka Niaga Tbk,Consumer Defensive,Packaged Foods,322560000000,194.0,Success
PTRO,Petrosea Tbk,Basic Materials,Other Industrial Metals & Mining,48917341274112,5350.0,Success
PTBA,Bukit Asam (Persero) Tbk.,Energy,Thermal Coal,33046203990016,2910.0,Success
PTPP,PP (Persero) Tbk.,Industrials,Engineering & Construction,1620559396864,248.0,Success
PTSN,Sat Nusapersada Tbk,Technology,Electronic Components,1647446589440,306.0,Success
PUDP,Pudjiadi Prestige Tbk.,Real Estate,Real Estate Services,221464313856,330.0,Success
PTSP,Pioneerindo Gourmet Internation,Consumer Cyclical,Restaurants,195415080960,935.0,Success
PYFA,Pyridam Farma Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,3371008524288,324.0,Success
RAJA,Rukun Raharja Tbk,Utilities,Utilities - Regulated Gas,17035142627328,4260.0,Success
RALS,Ramayana Lestari Sentosa Tbk,Consumer Cyclical,Department Stores,2609755979776,450.0,Success
PWON,Pakuwon Jati Tbk.,Real Estate,Real Estate - Diversified,15314753421312,328.0,Success
RANC,Supra Boga Lestari Tbk.,Consumer Defensive,Grocery Stores,860468150272,565.0,Success
RBMS,Ristia Bintang Mahkotasejati Tb,Real Estate,Real Estate - Development,167341408256,68.0,Success
RDTX,Roda Vivatex Tbk,Real Estate,Real Estate Services,4166400081920,15500.0,Success
RIGS,Rig Tenders Indonesia Tbk.,Industrials,Marine Shipping,408117084160,670.0,Success
RIMO,"RIMO.JK,0P0000BRSP,0",N/A,N/A,0,0,Success
RICY,Ricky Putra Globalindo Tbk,Consumer Cyclical,Apparel Manufacturing,60963164160,98.0,Success
RODA,Pikko Land Development Tbk.,Real Estate,Real Estate - Development,1046593863680,80.0,Success
RELI,Reliance Sekuritas Indonesia Tb,Financial Services,Capital Markets,882000003072,490.0,Success
SAME,Sarana Meditama Metropolitan Tb,Healthcare,Medical Care Facilities,5767316373504,342.0,Success
ROTI,Nippon Indosari Corpindo Tbk.,Consumer Defensive,Packaged Foods,3626367713280,650.0,Success
SAFE,Steady Safe Tbk,Industrials,Railroads,266071228416,358.0,Success
RUIS,Radiant Utama Interinsco Tbk,Energy,Oil & Gas Equipment & Services,174020001792,234.0,Success
SCCO,Supreme Cable Manufacturing & C,Industrials,Electrical Equipment & Parts,1932483887104,2340.0,Success
SCMA,Surya Citra Media Tbk,Communication Services,Broadcasting,15749166923776,256.0,Success
SCPI,"SCPI.JK,0P0000B82V,0",N/A,N/A,0,0,Success
SGRO,Prime Agri Resources Tbk.,Consumer Defensive,Farm Products,8820316176384,4970.0,Success
SILO,Siloam International Hospitals ,Healthcare,Medical Care Facilities,32598634004480,2520.0,Success
SHID,Hotel Sahid Jaya International ,Consumer Cyclical,Lodging,828301377536,745.0,Success
SIDO,Industri Jamu dan Farmasi Sido ,Healthcare,Drug Manufacturers - Specialty & Generic,14658729672704,515.0,Success
SDPC,Millennium Pharmacon Internatio,Healthcare,Medical Distribution,239511994368,192.0,Success
SIMA,"SIMA.JK,0P0000C0M9,0",N/A,N/A,0,0,Success
SDRA,Bank Woori Saudara Indonesia 19,Financial Services,Banks - Regional,3790585200640,264.0,Success
SDMU,Sidomulyo Selaras Tbk.,Industrials,Trucking,267832229888,98.0,Success
SIMP,Salim Ivomas Pratama Tbk.,Consumer Defensive,Packaged Foods,11858502221824,820.0,Success
SMAR,Sinar Mas Agro Resources and Te,Consumer Defensive,Farm Products,17304964300800,6600.0,Success
SMBR,Semen Baturaja (Persero) Tbk.,Basic Materials,Building Materials,2185157672960,224.0,Success
SKBM,Sekar Bumi Tbk.,Consumer Defensive,Packaged Foods,1167819669504,655.0,Success
SKYB,"SKYB.JK,0P0000PSUD,0",N/A,N/A,0,0,Success
SKLT,Sekar Laut Tbk,Consumer Defensive,Packaged Foods,1359512600576,226.0,Success
SIPD,Sreeya Sewu Indonesia Tbk.,Consumer Defensive,Farm Products,1747147030528,955.0,Success
SMDR,Samudera Indonesia  Tbk,Industrials,Marine Shipping,5698709094400,360.0,Success
SMCB,Solusi Bangun Indonesia Tbk,Basic Materials,Building Materials,6990021001216,775.0,Success
SMGR,Semen Indonesia (Persero) Tbk.,Basic Materials,Building Materials,13605799985152,2090.0,Success
SMDM,Suryamas Dutamakmur Tbk,Real Estate,Real Estate - Development,2934864871424,620.0,Success
SMRU,"SMRU.JK,0P0000UBAV,0",N/A,N/A,0,0,Success
SMRA,Summarecon Agung Tbk,Real Estate,Real Estate - Development,5084638871552,322.0,Success
SOCI,Soechi Lines Tbk.,Industrials,Marine Shipping,3360083935232,492.0,Success
SONA,Sona Topas Tourism Industry Tbk,Consumer Cyclical,Travel Services,1708991971328,2230.0,Success
SMMT,Golden Eagle Energy Tbk.,Energy,Thermal Coal,8219999600640,2580.0,Success
SQMI,Wilton Makmur Indonesia Tbk.,Basic Materials,Gold,885642690560,57.0,Success
SMSM,Selamat Sempurna Tbk,Consumer Cyclical,Auto Parts,10653549985792,1865.0,Success
SPMA,Suparma Tbk,Basic Materials,Paper & Paper Products,836464738304,210.0,Success
SRSN,Indo Acidatama Tbk,Basic Materials,Chemicals,415379980288,70.0,Success
SRAJ,Sejahteraraya Anugrahjaya Tbk.,Healthcare,Medical Care Facilities,182360502960128,15175.0,Success
SMMA,Sinarmas Multiartha Tbk.,Financial Services,Insurance - Diversified,95514972389376,15000.0,Success
SRIL,"SRIL.JK,0P0000YZ2P,0",N/A,N/A,2986021224448,0,Success
SSIA,Surya Semesta Internusa Tbk,Industrials,Engineering & Construction,7551925092352,1705.0,Success
SRTG,Saratoga Investama Sedaya Tbk.,Financial Services,Asset Management,23576709169152,1840.0,Success
SSMS,Sawit Sumbermas Sarana Tbk.,Consumer Defensive,Farm Products,13144499945472,1430.0,Success
STAR,Calculus Global Ventures Tbk.,Financial Services,Asset Management,2880000229376,600.0,Success
SUGI,"SUGI.JK,0P0000BT07,0",N/A,N/A,0,0,Success
SUPR,Solusi Tunas Pratama Tbk.,Real Estate,Real Estate Services,49882865860608,43850.0,Success
SSTM,Sunson Textile Manufacture Tbk,Consumer Cyclical,Textile Manufacturing,731818229760,665.0,Success
SULI,SLJ Global Tbk.,Basic Materials,Lumber & Wood Production,644719247360,105.0,Success
STTP,Siantar Top Tbk.,Consumer Defensive,Packaged Foods,12641500135424,10100.0,Success
TALF,Tunas Alfin Tbk.,Consumer Cyclical,Packaging & Containers,933870174208,685.0,Success
TAXI,Express Transindo Utama Tbk.,Industrials,Railroads,173801996288,18.0,Success
TBLA,Tunas Baru Lampung Tbk,Consumer Defensive,Packaged Foods,4383030378496,750.0,Success
TARA,Agung Semesta Sejahtera Tbk.,Real Estate,Real Estate - Diversified,332298289152,33.0,Success
TBIG,Tower Bersama Infrastructure Tb,Communication Services,Telecom Services,40241599610880,1855.0,Success
TBMS,Tembaga Mulia Semanan Tbk,Industrials,Metal Fabrication,1017531793408,1380.0,Success
TCID,Mandom Indonesia Tbk,Consumer Defensive,Household & Personal Products,1154122645504,2870.0,Success
TIFA,KDB Tifa Finance Tbk.,Financial Services,Credit Services,1172230242304,350.0,Success
TIRT,Tirta Mahakam Resources Tbk,Basic Materials,Lumber & Wood Production,556476071936,550.0,Success
TELE,Omni Inovasi Indonesia Tbk.,Communication Services,Telecom Services,65798365184,9.0,Success
TKIM,Pabrik Kertas Tjiwi Kimia Tbk,Basic Materials,Paper & Paper Products,26929384128512,8525.0,Success
TFCO,Tifico Fiber Indonesia Tbk.,Consumer Cyclical,Textile Manufacturing,3496730427392,725.0,Success
TINS,Timah Tbk.,Basic Materials,Other Industrial Metals & Mining,25247883460608,3630.0,Success
TMAS,Temas Tbk.,Industrials,Marine Shipping,7108607082496,127.0,Success
TIRA,Tira Austenite Tbk,Industrials,Industrial Distribution,511559991296,875.0,Success
TLKM,Telkom Indonesia (Persero) Tbk.,Communication Services,Telecom Services,280346071400448,2870.0,Success
TGKA,Tigaraksa Satria Tbk,Consumer Defensive,Food Distribution,4845049217024,4980.0,Success
TOBA,TBS Energi Utama Tbk.,Energy,Thermal Coal,4537147981824,580.0,Success
TOWR,Sarana Menara Nusantara Tbk.,Real Estate,Real Estate Services,27475866288128,478.0,Success
TOTO,Surya Toto Indonesia Tbk,Industrials,Building Products & Equipment,2827679956992,276.0,Success
TMPO,Tempo Intimedia Tbk.,Communication Services,Publishing,142874984448,131.0,Success
TOTL,Total Bangun Persada Tbk,Industrials,Engineering & Construction,4074949836800,1205.0,Success
TRIM,Trimegah Sekuritas Indonesia Tb,Financial Services,Capital Markets,4087847583744,595.0,Success
TRIL,"TRIL.JK,0P0000EOL4,0",N/A,N/A,0,0,Success
TPIA,Chandra Asri Pacific Tbk.,Basic Materials,Specialty Chemicals,434682130857984,5300.0,Success
TPMA,Trans Power Marine Tbk.,Industrials,Marine Shipping,1992993800192,575.0,Success
TRIS,Trisula International Tbk.,Consumer Cyclical,Apparel Manufacturing,559288090624,191.0,Success
TRIO,"TRIO.JK,0P0000KSHE,0",N/A,N/A,0,0,Success
TRAM,"TRAM.JK,0P0000I0JV,0",N/A,N/A,0,0,Success
TRST,Trias Sentosa Tbk,Consumer Cyclical,Packaging & Containers,1336608030720,480.0,Success
TRUS,Trust Finance Indonesia Tbk,Financial Services,Credit Services,310399991808,386.0,Success
UNIC,Unggul Indah Cahaya Tbk,Basic Materials,Chemicals,4772475174912,12400.0,Success
UNSP,Bakrie Sumatera Plantations Tbk,Consumer Defensive,Farm Products,930060369920,380.0,Success
ULTJ,Ultrajaya Milk Industry & Tradi,Consumer Defensive,Beverages - Non-Alcoholic,17416943828992,1695.0,Success
UNIT,"UNIT.JK,0P0000EL10,0",N/A,N/A,23833415680,0,Success
TSPC,Tempo Scan Pacific Tbk,Industrials,Conglomerates,11094266478592,2500.0,Success
UNVR,Unilever Indonesia Tbk,Consumer Defensive,Household & Personal Products,58301194698752,1575.0,Success
VICO,Victoria Investama Tbk.,Financial Services,Asset Management,2495600394240,164.0,Success
UNTR,United Tractors Tbk,Basic Materials,Other Industrial Metals & Mining,102626641313792,30425.0,Success
VINS,Victoria Insurance Tbk.,Financial Services,Insurance - Property & Casualty,254762647552,173.0,Success
WEHA,WEHA Transportasi Indonesia Tbk,Industrials,Railroads,184029921280,129.0,Success
VOKS,Voksel Electric Tbk,Industrials,Electrical Equipment & Parts,880987799552,214.0,Success
WAPO,Wahana Pronatural Tbk.,Consumer Defensive,Packaged Foods,171247386624,140.0,Success
VIVA,Visi Media Asia Tbk.,Communication Services,Broadcasting,856142053376,57.0,Success
WICO,Wicaksana Overseas Internationa,Consumer Defensive,Food Distribution,294426378240,123.0,Success
VRNA,Mizuho Leasing Indonesia Tbk.,Financial Services,Credit Services,454988300288,84.0,Success
WIKA,Wijaya Karya (Persero) Tbk,Industrials,Engineering & Construction,8133880578048,204.0,Success
WIIM,Wismilak Inti Makmur Tbk.,Consumer Defensive,Tobacco,3902453841920,1930.0,Success
WINS,Wintermar Offshore Marine Tbk.,Industrials,Marine Shipping,2490353057792,545.0,Success
WOMF,Wahana Ottomitra Multiartha Tbk,Financial Services,Credit Services,1023555534848,300.0,Success
YPAS,Yanaprima Hastapersada Tbk,Consumer Cyclical,Packaging & Containers,814960082944,1350.0,Success
WTON,Wijaya Karya Beton Tbk.,Basic Materials,Building Materials,793107496960,90.0,Success
ZBRA,Dosni Roha Indonesia Tbk.,Healthcare,Medical Distribution,26710364160,50.0,Success
YULE,Yulie Sekuritas Indonesia Tbk.,Financial Services,Capital Markets,5380901961728,3340.0,Success
CASA,Capital Financial Indonesia Tbk,Financial Services,Insurance - Life,73542968279040,1350.0,Success
WSKT,"WSKT.JK,0P0000XQCT,0",N/A,N/A,5818974994432,0,Success
SHIP,Sillo Maritime Perdana Tbk.,Energy,Oil & Gas Equipment & Services,10008827789312,3980.0,Success
DAYA,Duta Intidaya Tbk.,Consumer Cyclical,Specialty Retail,2602088005632,1075.0,Success
JGLE,Graha Andrasentra Propertindo T,Consumer Cyclical,Leisure,1693643177984,79.0,Success
KINO,Kino Indonesia Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,1502912708608,1125.0,Success
DPUM,Dua Putra Utama Makmur Tbk.,Consumer Defensive,Packaged Foods,483086630912,122.0,Success
MARI,Mahaka Radio Integra Tbk.,Communication Services,Broadcasting,157579313152,30.0,Success
MKNT,Mitra Komunikasi Nusantara Tbk.,Technology,Communication Equipment,5500000256,1.0,Success
IDPR,Indonesia Pondasi Raya Tbk.,Industrials,Engineering & Construction,604905996288,304.0,Success
POWR,Cikarang Listrindo Tbk.,Utilities,Utilities - Independent Power Producers,11650851667968,740.0,Success
OASA,Maharaksa Biru Energi Tbk.,Utilities,Utilities - Renewable,2310388056064,396.0,Success
MTRA,"MTRA.JK,0P00017FWO,0",N/A,N/A,0,0,Success
WSBP,Waskita Beton Precast Tbk.,Basic Materials,Building Materials,988833513472,18.0,Success
PBSA,Paramita Bangun Sarana Tbk.,Industrials,Engineering & Construction,3330000027648,1175.0,Success
INCF,Indo Komoditi Korpora Tbk.,Basic Materials,Specialty Chemicals,83425484800,60.0,Success
PORT,Nusantara Pelabuhan Handal Tbk.,Industrials,Marine Shipping,2518478225408,895.0,Success
BOGA,Apollo Global Interactive Tbk.,Consumer Cyclical,Auto & Truck Dealerships,5401007357952,1420.0,Success
PRDA,Prodia Widyahusada Tbk.,Healthcare,Diagnostics & Research,2233336594432,2540.0,Success
CARS,Industri dan Perdagangan Bintra,Consumer Cyclical,Auto & Truck Dealerships,1380000071680,94.0,Success
BRIS,Bank Syariah Indonesia (Persero,Financial Services,Banks - Regional,80034266087424,1790.0,Success
TAMU,Pelayaran Tamarin Samudra Tbk.,Industrials,Marine Shipping,1087499927552,30.0,Success
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclical,Lodging,3130312359936,324.0,Success
CSIS,Cahayasakti Investindo Sukses T,Real Estate,Real Estate - Development,336683204608,174.0,Success
TGRA,Terregra Asia Energy Tbk.,Utilities,Utilities - Renewable,74250002432,27.0,Success
CLEO,Sariguna Primatirta Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,9311999754240,390.0,Success
KMTR,Kirana Megatara Tbk.,Consumer Cyclical,Auto Parts,2119564525568,268.0,Success
ARMY,"ARMY.JK,0P0001AP00,0",N/A,N/A,0,0,Success
WOOD,Integra Indocabinet Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1866659135488,304.0,Success
FIRE,Alfa Energi Investama Tbk.,Energy,Thermal Coal,203600117760,142.0,Success
TOPS,Totalindo Eka Persada Tbk.,Industrials,Engineering & Construction,33329999872,1.0,Success
MAPB,MAP Boga Adiperkasa Tbk.,Consumer Cyclical,Restaurants,3629642940416,1520.0,Success
MABA,"MABA.JK,0P0001B2S6,0",N/A,N/A,0,0,Success
HRTA,Hartadinata Abadi Tbk.,Consumer Cyclical,Luxury Goods,12019734413312,2760.0,Success
HOKI,Buyung Poetra Sembada Tbk.,Consumer Defensive,Packaged Foods,638731681792,67.0,Success
MARK,Mark Dynamics Indonesia Tbk.,Healthcare,Medical Instruments & Supplies,3059000279040,810.0,Success
MDKI,Emdeki Utama Tbk.,Basic Materials,Specialty Chemicals,480728481792,190.0,Success
NASA,Andalan Perkasa Abadi Tbk.,Real Estate,Real Estate - Development,418187313152,39.0,Success
BELL,Trisula Textile Industries Tbk.,Consumer Cyclical,Textile Manufacturing,1031377584128,158.0,Success
MTWI,Malacca Trust Wuwungan Insuranc,Financial Services,Insurance - Diversified,900741857280,314.0,Success
MPOW,Megapower Makmur Tbk.,Utilities,Utilities - Independent Power Producers,89052676096,112.0,Success
MCAS,M Cash Integrasi Tbk.,Industrials,Business Equipment & Supplies,282640449536,336.0,Success
GMFI,Garuda Maintenance Facility Aer,Industrials,Aerospace & Defense,7864621465600,66.0,Success
KIOS,Kioson Komersial Indonesia Tbk.,Technology,Software - Application,116193198080,114.0,Success
PPRE,PP Presisi Tbk.,Industrials,Engineering & Construction,1315107635200,141.0,Success
WEGE,Wijaya Karya Bangunan Gedung Tb,Industrials,Engineering & Construction,564747960320,58.0,Success
MORA,Ekamas Mora Republik Tbk.,Communication Services,Telecom Services,107592344928256,4750.0,Success
PSSI,IMC Pelita Logistik Tbk.,Industrials,Marine Shipping,1730961997824,338.0,Success
JMAS,Asuransi Jiwa Syariah Jasa Mitr,Financial Services,Insurance - Life,240000008192,240.0,Success
DWGL,Dwi Guna Laksana Tbk.,Energy,Thermal Coal,2368722173952,274.0,Success
PCAR,Prima Cakrawala Abadi Tbk.,Consumer Defensive,Packaged Foods,44333334528,38.0,Success
LCKM,LCK Global Kedaton Tbk.,Communication Services,Telecom Services,137000001536,125.0,Success
BOSS,"BOSS.JK,0P0001CQ56,0",N/A,N/A,70000001024,0,Success
PBID,Panca Budi Idaman Tbk.,Consumer Cyclical,Packaging & Containers,3937500135424,535.0,Success
CAMP,Campina Ice Cream Industry Tbk.,Consumer Defensive,Packaged Foods,1200540090368,206.0,Success
ZINC,Kapuas Prima Coal Tbk.,Basic Materials,Other Industrial Metals & Mining,757500018688,30.0,Success
IPCM,Jasa Armada Indonesia Tbk.,Industrials,Marine Shipping,1712278863872,324.0,Success
JSKY,"JSKY.JK,0P0001D26O,0",N/A,N/A,105692078080,0,Success
GHON,Gihon Telekomunikasi Indonesia ,Communication Services,Telecom Services,984500011008,1795.0,Success
INPS,Indah Prakasa Sentosa Tbk.,Industrials,Trucking,428999999488,730.0,Success
TDPM,"TDPM.JK,0P0001D349,0",N/A,N/A,1247726796800,0,Success
DFAM,Dafam Property Indonesia Tbk.,Real Estate,Real Estate Services,193784987648,102.0,Success
SPTO,Surya Pertiwi Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1741500055552,640.0,Success
HEAL,Medikaloka Hermina Tbk.,Healthcare,Medical Care Facilities,17594012663808,1170.0,Success
BTPS,Bank BTPN Syariah Tbk.,Financial Services,Banks - Regional,7588144480256,1005.0,Success
TRUK,Guna Timur Raya Tbk.,Industrials,Trucking,224025001984,565.0,Success
PRIM,Royal Prima Tbk.,Healthcare,Medical Care Facilities,280400560128,86.0,Success
TUGU,Asuransi Tugu Pratama Indonesia,Financial Services,Insurance - Diversified,4426691510272,1270.0,Success
PZZA,Sarimelati Kencana Tbk.,Consumer Cyclical,Restaurants,631153033216,216.0,Success
MSIN,MNC Digital Entertainment Tbk.,Communication Services,Entertainment,48540940238848,830.0,Success
NICK,Charnic Capital Tbk.,Real Estate,Real Estate Services,768357040128,1190.0,Success
SWAT,Sriwahana Adityakarta Tbk.,Consumer Cyclical,Packaging & Containers,48307200000,16.0,Success
TNCA,Trimuda Nuansa Citra Tbk.,Industrials,Integrated Freight & Logistics,81798160384,193.0,Success
MAPA,Map Aktif Adiperkasa Tbk.,Consumer Cyclical,Specialty Retail,17244920741888,630.0,Success
BPTR,Batavia Prosperindo Trans Tbk.,Industrials,Rental & Leasing Services,296855994368,85.0,Success
POLL,Pollux Properties Indonesia Tbk,Real Estate,Real Estate - Development,931708207104,112.0,Success
RISE,Jaya Sukses Makmur Sentosa Tbk.,Real Estate,Real Estate - Development,26322724192256,1655.0,Success
IPCC,Indonesia Kendaraan Terminal Tb,Industrials,Integrated Freight & Logistics,2363900297216,1350.0,Success
MGRO,Mahkota Group Tbk.,Consumer Defensive,Packaged Foods,2379570479104,680.0,Success
NFCX,NFC Indonesia Tbk.,Communication Services,Internet Content & Information,1185717944320,1795.0,Success
TCPI,Transcoal Pacific Tbk.,Industrials,Marine Shipping,57499998748672,11450.0,Success
PANI,Pantai Indah Kapuk Dua Tbk.,Real Estate,Real Estate - Development,151730088050688,8650.0,Success
MOLI,Madusari Murni Indah Tbk.,Basic Materials,Chemicals,817210982400,284.0,Success
LAND,Trimitra Propertindo Tbk.,Real Estate,Real Estate Services,237372702720,92.0,Success
FILM,MD Entertainment Tbk.,Communication Services,Entertainment,24388147609600,2200.0,Success
NUSA,"NUSA.JK,0P0001DYYE,0",N/A,N/A,0,0,Success
HELI,Jaya Trishindo Tbk.,Industrials,Airports & Air Services,160742440960,199.0,Success
SAPX,Satria Antaran Prima Tbk.,Industrials,Integrated Freight & Logistics,203333320704,256.0,Success
HKMU,"HKMU.JK,0P0001EQEZ,0",N/A,N/A,161087504384,0,Success
ANDI,Andira Agro Tbk.,Consumer Defensive,Farm Products,233749987328,26.0,Success
MPRO,Maha Properti Indonesia Tbk.,Real Estate,Real Estate - Development,91719563476992,9225.0,Success
YELO,Yelooo Integra Datanet Tbk.,Consumer Cyclical,Travel Services,189364666368,104.0,Success
CITY,Natura City Developments Tbk.,Real Estate,Real Estate - Development,1091848175616,212.0,Success
SURE,Super Energy Tbk.,Energy,Oil & Gas Integrated,4193215053824,2820.0,Success
DUCK,"DUCK.JK,0P0001EQP8,0",N/A,N/A,225866088448,0,Success
SKRN,Superkrane Mitra Utama Tbk.,Industrials,Rental & Leasing Services,3430875922432,488.0,Success
SATU,Kota Satu Properti Tbk.,Real Estate,Real Estate - Development,371250003968,270.0,Success
